race_id,race_number,race_name,competition_id,competition_name,country,class_name,grade,tempo,distance_m,track_status,start_time_iso,field_size,active_field_size,selection_id,runner_number,runner_name,draw_number,jockey,trainer,trainer_location,weight_kg,age,sex,speed_rating,dry_rating,wet_rating,win_percentage,place_percentage,prize_money,career_starts,career_wins,career_seconds,career_thirds,good_starts,good_wins,soft_starts,soft_wins,heavy_starts,heavy_wins,distance_starts,distance_wins,track_starts,track_wins,first_up_starts,first_up_wins,second_up_starts,second_up_wins,horse_jockey_starts,horse_jockey_wins,last_six,form_fig,expected_settling_position,recent_runs_count,recent_wins,recent_places,recent_avg_place,recent_best_place,recent_avg_place_3,recent_avg_place_5,recent_win_rate_5,recent_top3_rate_5,recent_avg_margin,recent_best_margin,recent_avg_margin_3,recent_avg_starting_price,recent_same_distance_runs,recent_same_track_runs,recent_same_condition_runs,recent_days_since_last_run,recent_1_place,recent_1_total_runners,recent_2_place,recent_2_total_runners,recent_3_place,recent_3_total_runners,recent_4_place,recent_4_total_runners,recent_5_place,recent_5_total_runners,recent_6_place,recent_6_total_runners,open_price,fluc1,fluc2,sp_starting_price,live_price,price_quality,finish_place,result_code,status,is_winner,top3_mask,is_duplicate_runner,has_valid_live_price,race_total_runners,race_priced_runners,price_coverage,is_valid_field_size,has_valid_result_labels,condition_rating,suitability_score,recent_place_quality_score,recent_form_score,connection_score,margin_score,freshness_score,class_score,market_rank,price_band,distance_band,has_sparse_recent_form,draw_bias_score,draw_bias_starts,draw_bias_win_rate,jockey_score,jockey_starts,jockey_win_rate,trainer_score,trainer_starts,trainer_win_rate,speed_score_norm,market_sanity_score,model_score,model_rank,raw_model_prob,model_prob,market_implied_prob,edge,edge_pct,price_vs_sp,stake,settlement_price,profit,profit_net
10457905,6,R6 Hygain Edge (Bm62),217,Ballarat,Australia,Horses - Aus/NZ,UNKNOWN_GROUP,Normal,2016,Soft (6),2026-05-10T05:25:00+00:00,14,9,1200650672,5,Pro Aussie,8,Ms L J Meech,"Ben, Will & Jd Hayes",Flemington,60.0,5,g,100.0,100.0,100.0,13.33,60.0,60875.0,15.0,2.0,3.0,4.0,8.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,1.0,1.0,7x2331,7x2331,Leader,6,1,4,3.3333333333333335,1.0,2.3333333333333335,2.6,0.2,0.8,3.033333333333333,0.3,2.1,4.366666666666666,1,1,3,13.0,1.0,9.0,3.0,10.0,3.0,10.0,2.0,14.0,4.0,6.0,7.0,9.0,6.5,6.0,6.5,,6.5,FLUC2,8,L,finished,0,0,False,True,9,9,1.0,True,True,100.0,0.19999999999999998,0.8059188034188034,0.6027670940170939,0.4,0.7750000000000001,0.5960126649748386,0.42968876169399917,4.0,6-9,staying,False,0.2,1,0.0,0.16799999999999998,142,16.9,0.1491749174917492,295,14.92,0.9522552930346733,0.1544659694839705,0.5859144317859348,1.0,0.25448331308802175,0.25448331308802175,0.12696963724442695,0.1275136758435948,12.75136758435948,,1.0,6.5,-1.0,-1.0
10457914,1,R1 Mmj Real Estate Wollongong Mdn Hcp,423,Kembla Grange,Australia,Horses - Aus/NZ,UNKNOWN_GROUP,Fast,1000,Good (4),2026-05-09T02:45:00+00:00,10,7,1200652668,9,Satin And Cash,4,Jean Van Overmeire,Richard Litt,Warwick Farm,56.0,3,f,41.0,97.0,97.0,0.0,33.33,11435.0,3.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,94x2,94x2,Midfield,6,0,2,5.333333333333333,2.0,3.6666666666666665,4.8,0.0,0.4,3.1166666666666667,1.3,2.1,13.0,1,0,4,14.0,2.0,6.0,6.0,9.0,3.0,8.0,4.0,6.0,9.0,10.0,8.0,10.0,6.0,7.0,7.5,,7.5,FLUC2,5,L,finished,0,0,False,True,7,7,1.0,True,True,97.0,0.18000000000000002,0.5431150793650793,0.3594710735171261,0.2,0.7250000000000001,0.6216861713519386,0.25776139325555325,5.0,6-9,sprint,False,0.3333333333333333,2,50.0,0.1393103448275862,137,13.87,0.19245283018867923,45,20.0,0.8303313899969316,0.13348191325218584,0.48244658459004963,2.0,0.21700404809156468,0.21700404809156468,0.1094695688132025,0.10753447927836218,10.753447927836218,,1.0,7.5,-1.0,-1.0
10461584,4,R4 Functions @ Mvrc (Bm58),614,Taree,Australia,Horses - Aus/NZ,UNKNOWN_GROUP,Normal,2018,Heavy (8),2026-05-12T04:35:00+00:00,11,9,1201106242,4,Deep Drive,10,Teighan Worsnop,Terry Evans,Tuncurry,60.0,4,m,49.0,100.0,100.0,13.33,33.33,50525.0,15.0,2.0,1.0,2.0,6.0,1.0,6.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,3.0,1.0,3.0,0.0,19x235,19x235,Midfield,6,1,3,4.0,1.0,3.3333333333333335,4.6,0.0,0.4,3.766666666666667,0.1,1.8333333333333333,25.166666666666668,0,1,0,24.0,5.0,9.0,3.0,12.0,2.0,11.0,4.0,6.0,9.0,9.0,1.0,11.0,6.0,9.0,8.5,,8.5,FLUC2,6,L,finished,0,0,False,True,9,9,1.0,True,True,100.0,0.16,0.6045454545454546,0.3945804195804196,0.14285714285714285,0.8116666666666668,0.660430683909597,0.33352978018399715,4.0,6-9,staying,False,0.2,1,0.0,0.05789473684210527,30,3.33,0.09565217391304348,15,6.67,0.9522552930346733,0.11743528201611521,0.5166248000667967,1.0,0.2477111984370799,0.2477111984370799,0.09821027429191363,0.14950092414516625,14.950092414516625,,1.0,8.5,-1.0,-1.0
10480013,7,R7 Arc Members Sprint Classic Hcp,197,Albury,Australia,Horses - Aus/NZ,UNKNOWN_GROUP,Fast,1175,Good (4),2026-05-15T05:45:00+00:00,12,9,1203314496,9,Pleasurize,6,Claire Ramsbotham,Luke Pepper,Canberra,55.0,4,m,100.0,99.0,99.0,44.44,77.78,84175.0,9.0,4.0,2.0,1.0,7.0,3.0,2.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,3.0,2.0,3.0,1.0,9.0,4.0,143x16,143x16,Leader,6,2,4,2.8333333333333335,1.0,3.3333333333333335,3.0,0.4,0.6,1.5666666666666667,0.1,1.8333333333333333,7.266666666666667,4,0,6,14.0,6.0,13.0,1.0,8.0,3.0,10.0,4.0,6.0,1.0,10.0,2.0,6.0,4.8,5.5,6.0,,6.0,FLUC2,5,L,finished,0,0,False,True,9,9,1.0,True,True,99.0,0.34761904761904766,0.7508333333333334,0.5822895763656634,0.38461538461538464,0.8116666666666668,0.7029242665900338,0.621256818577845,3.0,6-9,sprint,False,0.14285714285714285,3,0.0,0.11388888888888887,64,10.94,0.13972602739726026,65,13.85,0.8853482663393679,0.1675810046288359,0.590495778863693,1.0,0.23214892703498727,0.23214892703498727,0.1360088203850386,0.09614010664994868,9.614010664994868,,1.0,6.0,-1.0,-1.0
10480057,5,R5 John Ackroyd Mersey Lions Hcp (C2),326,Devonport,Australia,Horses - Aus/NZ,UNKNOWN_GROUP,Fast,1350,Good (3),2026-05-17T04:25:00+00:00,10,9,1203324219,6,Respite,1,Erica Byrne Burke,Adam Trinder,Latrobe,56.0,4,m,95.0,100.0,100.0,16.67,50.0,48325.0,6.0,1.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,2.0,1.0,4.0,1.0,122x77,122x77,Leader,6,1,4,3.6666666666666665,1.0,5.0,4.0,0.2,0.6,1.4500000000000002,0.1,2.0,4.1,1,0,1,14.0,7.0,13.0,7.0,10.0,1.0,3.0,2.0,5.0,3.0,4.0,2.0,9.0,3.8,7.5,8.0,,8.0,FLUC2,5,L,finished,0,0,False,True,9,9,1.0,True,True,100.0,0.20476190476190478,0.5604166666666667,0.4387797619047619,0.25,0.7950000000000002,0.6426861713519386,0.4045358670083743,5.0,6-9,sprint,False,0.1,6,0.0,0.2050632911392405,71,21.13,0.18983050847457625,51,19.61,0.9522552930346733,0.12495714040802332,0.542322497881174,1.0,0.21759575152023342,0.21759575152023342,0.10512032497421996,0.11247542654601346,11.247542654601347,,1.0,8.0,-1.0,-1.0
10480117,5,R5 Red Beret Hotel (Bm50),265,Cairns,Australia,Horses - Aus/NZ,UNKNOWN_GROUP,Fast,1400,Heavy (9),2026-05-15T04:57:00+00:00,8,8,1203333655,3,Tsunami,3,Aidan Holt,O Chillemi,Tolga,60.5,4,g,100.0,100.0,100.0,8.33,33.33,29190.0,12.0,1.0,1.0,2.0,6.0,1.0,4.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,3.0,1.0,3.0,0.0,0.0,0.0,x70452,x70452,Leader,6,0,1,6.0,2.0,3.6666666666666665,6.0,0.0,0.2,7.483333333333333,0.2,2.3666666666666667,12.0,0,3,2,7.0,2.0,10.0,5.0,10.0,4.0,8.0,12.0,12.0,7.0,9.0,6.0,11.0,3.4,5.0,5.5,5.0,5.5,FLUC2,1,W,finished,1,1,False,True,8,8,1.0,True,True,100.0,0.15,0.5857142857142857,0.34964285714285714,0.25,0.7533333333333334,0.5510512943736923,0.3052452614716999,3.0,3-6,middle,False,0.3333333333333333,2,50.0,0.19058823529411764,77,19.48,0.1826086956521739,15,20.0,0.9522552930346733,0.18308059161822235,0.5161324638230311,1.0,0.2500851752023739,0.2500851752023739,0.15012084427069414,0.09996433093167975,9.996433093167974,-0.5,1.0,5.5,4.5,4.5
10480242,8,R8 Ule Hoof Oil (Bm56),427,Kilmore,Australia,Horses - Aus/NZ,UNKNOWN_GROUP,Fast,1212,Soft (6),2026-05-15T06:30:00+00:00,13,10,1203361514,4,Our Little Star,5,Cian Macredmond,Ms M Cunningham,Ballarat,61.0,5,m,66.0,100.0,100.0,7.14,57.14,123955.0,28.0,2.0,5.0,9.0,10.0,1.0,17.0,1.0,1.0,0.0,9.0,1.0,0.0,0.0,5.0,0.0,4.0,0.0,0.0,0.0,466213,466213,Off Pace,6,1,3,3.6666666666666665,1.0,2.0,3.6,0.2,0.6,1.6333333333333335,0.6,1.633333333333333,5.966666666666666,3,0,1,18.0,3.0,11.0,1.0,7.0,2.0,9.0,6.0,11.0,6.0,11.0,4.0,9.0,6.0,9.5,10.0,,10.0,FLUC2,7,L,finished,0,0,False,True,10,10,1.0,True,True,100.0,0.17601809954751133,0.7925000000000001,0.5673214285714286,0.25,0.8066666666666668,0.6305100489889621,0.4056545938819997,6.0,9-12,sprint,False,0.16666666666666666,2,0.0,0.1056,117,10.26,0.05,36,2.78,0.9522552930346733,0.09938282187553575,0.5618962333235034,1.0,0.17972762906740603,0.17972762906740603,0.08177175939707819,0.09795586967032784,9.795586967032783,,1.0,10.0,-1.0,-1.0
10480248,3,R3 Styles Construction Mdn Plate,427,Kilmore,Australia,Horses - Aus/NZ,UNKNOWN_GROUP,Fast,1212,Soft (6),2026-05-15T04:00:00+00:00,14,9,1203362307,9,Sassidora,9,Declan Bates,T Busuttin & N Young,Cranbourne,56.0,3,f,100.0,99.0,99.0,0.0,71.43,32585.0,7.0,0.0,1.0,4.0,5.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,838233,838233,Leader,6,0,4,4.5,2.0,2.6666666666666665,3.8,0.0,0.8,9.183333333333334,0.1,2.2666666666666666,5.933333333333334,4,0,1,20.0,3.0,11.0,3.0,7.0,2.0,9.0,8.0,8.0,3.0,7.0,8.0,8.0,4.5,9.0,9.5,,9.5,FLUC2,6,L,finished,0,0,False,True,9,9,1.0,True,True,99.0,0.15,0.6445833333333333,0.4763825757575757,0.25,0.7683333333333333,0.6565838018880819,0.40692331343726484,4.0,9-12,sprint,False,0.2,1,0.0,0.09312977099236641,123,8.94,0.16307692307692306,122,16.39,0.8853482663393679,0.10476688893500681,0.5211020003406441,2.0,0.19986101756504826,0.19986101756504826,0.08538042221195355,0.11448059535309471,11.44805953530947,,1.0,9.5,-1.0,-1.0
10480250,6,R6 C&M Build Group (Bm56),427,Kilmore,Australia,Horses - Aus/NZ,UNKNOWN_GROUP,Normal,2012,Soft (6),2026-05-15T05:30:00+00:00,12,9,1203362717,4,Strike First,2,Jason Maskiell,Ms W Kelly,Cranbourne,61.0,5,g,30.0,96.0,96.0,6.67,53.33,64160.0,15.0,1.0,6.0,1.0,9.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,2.0,1.0,6x4514,6x4514,Off Midfield,6,1,2,3.6666666666666665,1.0,3.3333333333333335,4.0,0.2,0.2,2.8833333333333333,1.9,2.9333333333333336,13.566666666666668,0,0,0,26.0,4.0,9.0,1.0,9.0,5.0,9.0,4.0,10.0,6.0,14.0,2.0,11.0,5.0,10.0,9.5,,9.5,FLUC2,5,L,finished,0,0,False,True,9,9,1.0,True,True,96.0,0.19999999999999998,0.7169551282051282,0.461856684981685,0.3333333333333333,0.6116666666666667,0.6236827978286636,0.3804707219577298,5.0,9-12,staying,False,0.2,1,0.0,0.14210526315789473,106,14.15,0.07058823529411765,9,0.0,0.7869131635471004,0.10476688893500681,0.48451707598261595,1.0,0.17610068681764363,0.17610068681764363,0.0856383304644767,0.09046235635316692,9.046235635316693,,1.0,9.5,-1.0,-1.0
10480328,2,R2 Leon Baker Jewellery (Bm64+),275,Carnarvon,Australia,Horses - Aus/NZ,UNKNOWN_GROUP,Fast,1000,Good,2026-05-16T06:45:00+00:00,8,8,1203375810,1,The Coolakin King,4,Rocky Cheung,R J Malpass,Carnarvon,61.5,7,g,100.0,100.0,100.0,23.68,47.37,177137.0,38.0,9.0,6.0,3.0,29.0,8.0,7.0,0.0,1.0,1.0,8.0,1.0,10.0,4.0,5.0,1.0,5.0,0.0,6.0,3.0,18115x,18115x,Leader,6,3,3,3.3333333333333335,1.0,2.3333333333333335,3.2,0.6,0.6,3.8666666666666667,1.0,3.6,4.7,1,4,6,224.0,5.0,9.0,1.0,6.0,1.0,11.0,8.0,12.0,1.0,6.0,4.0,8.0,6.5,7.0,7.5,8.0,7.5,FLUC2,4,P,finished,0,0,False,True,8,8,1.0,True,True,100.0,0.2768746579091407,0.7399350649350649,0.6197752247752247,0.4,0.5900000000000001,0.06333333333333334,0.44301590136502256,4.0,6-9,sprint,False,0.2857142857142857,3,33.33,0.11544715447154472,115,11.3,0.08,7,0.0,0.9522552930346733,0.13348191325218584,0.561545301144361,1.0,0.2663193805936547,0.2663193805936547,0.11041470499988247,0.1559046755937722,15.590467559377219,0.5,1.0,7.5,-1.0,-1.0
10480504,1,R1 Bisley Workwear Plate,231,Belmont,Australia,Horses - Aus/NZ,UNKNOWN_GROUP,Fast,1200,Soft (5),2026-05-16T04:04:00+00:00,9,8,1203392191,3,Swift Ruler,6,William Pike,A G Durrant,Karnup,57.0,2,g,39.0,100.0,100.0,0.0,0.0,1440.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7x,7x,Midfield,3,2,2,3.0,1.0,3.0,3.0,0.6666666666666666,0.6666666666666666,1.6666666666666667,0.1,1.6666666666666667,6.5,0,0,0,12.0,1.0,8.0,7.0,14.0,1.0,9.0,,,,,,,4.4,4.5,4.6,4.4,4.6,FLUC2,3,P,finished,0,1,False,True,8,8,1.0,True,True,100.0,0.19999999999999998,0.7096153846153846,0.6256410256410256,0.25,0.8283333333333334,0.6122242467239176,0.1098269031930388,3.0,3-6,sprint,False,0.14285714285714285,3,0.0,0.20629921259842518,119,21.01,0.09999999999999999,74,9.46,0.9522552930346733,0.21947092628895565,0.5793808838665687,1.0,0.31562343087208217,0.31562343087208217,0.1805159584374581,0.13510747243462407,13.510747243462406,-0.1999999999999993,1.0,4.6,-1.0,-1.0
10484041,5,R5 Scarlett Gee (Bm64),423,Kembla Grange,Australia,Horses - Aus/NZ,UNKNOWN_GROUP,Fast,1000,Soft (5),2026-05-16T04:20:00+00:00,10,8,1203721217,7,Voltage Lass,9,Pierre Boudvillain,Danielle Seib,Canberra,57.5,3,f,90.0,100.0,100.0,66.67,100.0,46550.0,3.0,2.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,121x,121x,Leader,6,3,4,3.1666666666666665,1.0,1.3333333333333333,2.4,0.6,0.8,2.283333333333333,0.3,1.0333333333333334,3.0,6,0,4,26.0,1.0,5.0,1.0,4.0,2.0,7.0,1.0,8.0,7.0,9.0,7.0,9.0,3.3,7.5,8.0,,8.0,FLUC2,7,L,finished,0,0,False,True,8,8,1.0,True,True,100.0,0.611111111111111,0.8624999999999999,0.7213928571428572,0.4,0.8816666666666668,0.6955399406858065,0.7789707899099266,5.0,6-9,sprint,False,0.2,1,0.0,0.12551724137931033,137,12.41,0.13090909090909092,47,12.77,0.9522552930346733,0.12495714040802332,0.6927697911666268,1.0,0.28299316354344534,0.28299316354344534,0.10139966743971182,0.18159349610373351,18.15934961037335,,1.0,8.0,-1.0,-1.0
10484042,6,R6 Abax Civil Provincial (Bm68),423,Kembla Grange,Australia,Horses - Aus/NZ,UNKNOWN_GROUP,Fast,1200,Soft (5),2026-05-16T04:55:00+00:00,11,9,1203721289,8,Hunter One,5,Amy Mc Lucas,Ms T Bateup,Kembla Grange,55.0,3,f,69.0,96.0,96.0,25.0,75.0,22675.0,4.0,1.0,1.0,1.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,3.0,1.0,0x123,0x123,Pace,5,1,4,3.6,1.0,2.0,3.6,0.2,0.8,2.8600000000000003,1.7,1.9333333333333333,4.1000000000000005,2,2,1,16.0,3.0,12.0,2.0,8.0,1.0,7.0,10.0,12.0,2.0,6.0,,,8.5,9.0,9.5,9.0,9.5,FLUC2,3,P,finished,0,1,False,True,9,9,1.0,True,True,96.0,0.49333333333333335,0.7638311688311689,0.5832199322416713,0.2857142857142857,0.7216666666666667,0.6805399406858065,0.5139432613205972,6.0,9-12,sprint,False,0.1111111111111111,5,0.0,0.14022988505747125,79,13.92,0.07761194029850746,59,6.78,0.7869131635471004,0.10476688893500681,0.5639948356058837,1.0,0.17688498605263445,0.17688498605263445,0.08567807731024359,0.09120690874239086,9.120690874239086,-0.5,1.0,9.5,-1.0,-1.0
10484043,1,R1 Mitch Sleigh - No Longer Man Boy Midway Mdn Plate,423,Kembla Grange,Australia,Horses - Aus/NZ,UNKNOWN_GROUP,Fast,1600,Soft (5),2026-05-16T02:00:00+00:00,14,11,1203721328,2,Corpulent,5,Lee Magorrian,C E Conners,Warwick Farm,59.0,3,g,100.0,100.0,100.0,0.0,100.0,8000.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,2,Leader,5,0,2,5.4,2.0,4.0,5.4,0.0,0.4,5.28,1.3,4.233333333333333,21.0,1,0,4,16.0,2.0,10.0,3.0,9.0,7.0,7.0,7.0,9.0,8.0,9.0,,,4.2,8.5,9.0,,9.0,FLUC2,7,L,finished,0,0,False,True,11,11,1.0,True,True,100.0,0.18000000000000002,0.551111111111111,0.3622743055555555,0.25,0.5116666666666667,0.6515399406858066,0.48571251976738083,5.0,9-12,middle,False,0.2,1,0.0,0.09318181818181817,80,8.75,0.15294117647058825,26,15.38,0.9522552930346733,0.11074918566775244,0.4946973438394453,1.0,0.20489287664487024,0.20489287664487024,0.09159650359876899,0.11329637304610125,11.329637304610126,,1.0,9.0,-1.0,-1.0
10484347,1,R1 Yarram Park Mdn Hrdl,278,Casterton,Australia,Horses - Aus/NZ,UNKNOWN_GROUP,Fast,3500,Soft (6),2026-05-17T02:35:00+00:00,14,8,1203751367,10,Untethered,13,Will Gordon,P Kearney,Ballarat,69.5,6,g,95.0,100.0,100.0,8.57,54.29,157469.0,35.0,3.0,11.0,5.0,19.0,1.0,10.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,6.0,0.0,2.0,0.0,471252,471252,Leader,6,2,4,2.6666666666666665,1.0,3.0,3.0,0.2,0.6,4.783333333333333,0.5,2.4666666666666663,5.166666666666667,0,0,5,12.0,2.0,10.0,5.0,10.0,2.0,9.0,5.0,8.0,1.0,11.0,1.0,6.0,7.0,8.0,8.5,8.0,8.5,FLUC2,2,P,finished,0,1,False,True,8,8,1.0,True,True,100.0,0.2333333333333333,0.7741071428571428,0.5562581168831169,0.16666666666666666,0.7283333333333334,0.5724060649057358,0.40500754038105635,3.0,6-9,staying,False,0.2,1,0.0,0.17777777777777778,145,17.93,0.2318181818181818,36,25.0,0.9522552930346733,0.11743528201611521,0.5630780038869959,1.0,0.23627297614357218,0.23627297614357218,0.11081654721102303,0.12545642893254916,12.545642893254916,-0.5,1.0,8.5,-1.0,-1.0
10484452,2,R2 Cornetts Supermarket Mdn Plate,28954,Gold Coast Poly,Australia,Horses - Aus/NZ,UNKNOWN_GROUP,Slow,1540,Good (3),2026-05-16T02:39:00+00:00,9,7,1203760655,1,He Is The Kiss,3,Karl Zechner,Allan Chau,Gold Coast,58.5,6,g,27.0,96.0,96.0,0.0,47.92,111510.0,48.0,0.0,12.0,11.0,14.0,0.0,22.0,0.0,7.0,0.0,3.0,0.0,4.0,0.0,3.0,0.0,3.0,0.0,8.0,0.0,235222,235222,Off Midfield,6,0,5,2.6666666666666665,2.0,2.0,2.8,0.0,0.8,2.75,0.2,2.0,4.966666666666667,1,0,1,8.0,2.0,7.0,2.0,10.0,2.0,9.0,5.0,7.0,3.0,9.0,2.0,9.0,6.0,9.0,10.0,9.5,10.0,FLUC2,1,W,finished,1,1,False,True,7,7,1.0,True,True,96.0,0.10714285714285714,0.797222222222222,0.5640656565656564,0.08333333333333333,0.79,0.5314572749150178,0.3432154869967056,5.0,9-12,middle,False,0.2,6,16.67,0.09647058823529411,77,9.09,0.12413793103448276,50,12.0,0.7869131635471004,0.09938282187553575,0.49120094922479757,2.0,0.2109732859069371,0.2109732859069371,0.08277175925050195,0.12820152665643514,12.820152665643514,-0.5,1.0,10.0,9.0,9.0
10484573,5,R5 Creative Stone Hcp (58),30657,Sunshine Coast Poly Track,Australia,Horses - Aus/NZ,UNKNOWN_GROUP,Fast,1100,Good (3),2026-05-17T04:55:00+00:00,11,8,1203789963,2,Decadad,6,Scott Sheargold,Ms M Brosnan,Gold Coast,59.5,3,g,100.0,100.0,100.0,14.29,57.14,28750.0,7.0,1.0,1.0,2.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,331290,331290,Leader,6,1,4,5.0,1.0,7.666666666666667,5.4,0.2,0.6,5.816666666666666,1.4,7.8,30.0,1,0,2,13.0,12.0,13.0,9.0,11.0,2.0,8.0,1.0,5.0,3.0,8.0,3.0,10.0,7.0,8.5,9.0,8.5,9.0,FLUC2,4,P,finished,0,0,False,True,8,8,1.0,True,True,100.0,0.19999999999999998,0.4180555555555556,0.360181623931624,0.14285714285714285,0.15000000000000002,0.6178698078319815,0.41216044139902935,4.0,9-12,sprint,False,0.2,1,0.0,0.05,36,2.78,0.04285714285714286,20,0.0,0.9522552930346733,0.11074918566775244,0.446794075169746,1.0,0.21289550297577425,0.21289550297577425,0.09314098634975396,0.1197545166260203,11.97545166260203,-0.5,1.0,9.0,-1.0,-1.0
10487255,5,R5 Gba Plate (C6),223,Barcaldine,Australia,Horses - Aus/NZ,UNKNOWN_GROUP,Fast,1300,Soft (5),2026-05-19T06:05:00+00:00,10,9,1204257576,10,Inquisitive Legend,2,Nikki Olzard,David Rewald,Blackall,57.0,5,m,100.0,98.0,98.0,21.05,52.63,91020.0,19.0,4.0,4.0,2.0,14.0,2.0,5.0,2.0,0.0,0.0,2.0,1.0,3.0,1.0,4.0,1.0,4.0,0.0,0.0,0.0,221312,221312,Leader,6,2,6,1.8333333333333333,1.0,2.0,1.8,0.4,1.0,0.7999999999999999,0.1,1.1333333333333333,4.3,3,3,1,17.0,2.0,9.0,1.0,8.0,3.0,9.0,1.0,7.0,2.0,8.0,2.0,7.0,4.8,5.0,5.5,,5.5,FLUC2,7,L,finished,0,0,False,True,9,9,1.0,True,True,98.0,0.36031746031746037,0.8961309523809523,0.7295360644257702,0.25,0.8816666666666668,0.6593692039840532,0.44084512566963685,2.0,3-6,sprint,False,0.3333333333333333,2,50.0,0.12380952380952381,34,11.76,0.05454545454545454,14,0.0,0.8551089291193618,0.18308059161822235,0.617420607885725,1.0,0.24998528102827688,0.24998528102827688,0.14834418985964284,0.10164109116863404,10.164109116863404,,1.0,5.5,-1.0,-1.0
10487259,1,R1 The Handover Of Barcaldine Cleaning Services (Bm60),223,Barcaldine,Australia,Horses - Aus/NZ,UNKNOWN_GROUP,Fast,1000,Soft (5),2026-05-19T03:35:00+00:00,7,7,1204257812,5,Superstitious,7,Nikki Olzard,H C Forster,Ilfracombe,63.0,5,g,35.0,100.0,100.0,14.29,35.71,70300.0,14.0,2.0,2.0,1.0,8.0,1.0,5.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,6.0,0.0,5.0,2.0,0.0,0.0,6x7x41,6x7x41,Midfield,6,3,3,3.0,1.0,2.0,3.4,0.4,0.4,2.6999999999999997,0.2,1.5999999999999999,4.2,3,0,5,75.0,1.0,8.0,4.0,8.0,1.0,5.0,7.0,7.0,4.0,7.0,1.0,8.0,4.0,4.8,5.0,5.5,5.0,FLUC2,3,P,finished,0,1,False,True,7,7,1.0,True,True,100.0,0.2888888888888889,0.7428571428571429,0.5551785714285714,0.25,0.8300000000000001,0.0823395125790176,0.350656948863776,3.0,3-6,sprint,False,0.14285714285714285,3,0.0,0.12380952380952381,34,11.76,0.17777777777777778,10,20.0,0.9522552930346733,0.20168009600548603,0.5598561929663901,1.0,0.3099338121627409,0.3099338121627409,0.16399860907067607,0.14593520309206484,14.593520309206484,0.5,1.0,5.0,-1.0,-1.0
10487282,1,R1 Gift Hotel Stawell Mdn Plate,596,Stawell,Australia,Horses - Aus/NZ,UNKNOWN_GROUP,Fast,1100,Heavy (8),2026-05-18T02:30:00+00:00,14,8,1204259649,1,Coral Jet,2,Lachlan King,Steven King,Flemington,59.5,4,g,62.0,96.0,96.0,0.0,50.0,9430.0,4.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,5733x,5733x,Off Pace,4,0,2,4.5,3.0,4.333333333333333,4.5,0.0,0.5,2.275,1.0,2.2666666666666666,6.5,1,0,0,114.0,3.0,8.0,3.0,10.0,7.0,8.0,5.0,12.0,,,,,8.0,9.5,10.0,,10.0,FLUC2,5,L,finished,0,0,False,True,8,8,1.0,True,True,96.0,0.18000000000000002,0.5745093795093795,0.3899535533910534,0.2,0.7233333333333334,0.06401210277704594,0.31319556981388286,4.0,9-12,sprint,False,0.2,1,0.0,0.08363636363636363,102,7.84,0.08571428571428572,6,0.0,0.7869131635471004,0.09938282187553575,0.4431939077155512,1.0,0.2347955265643521,0.2347955265643521,0.08281383174776183,0.15198169481659027,15.198169481659027,,1.0,10.0,-1.0,-1.0
